"Ubicazione","Quartiere","Zona","Sottoarea","lat","lon","AttivitÃ_prevalente","Row_Number"
"VIA EMILIA LEVANTE, 81/Q","Savena","Mazzini","Esercizi di vicinato",44.48070844,11.38190698,"Prodotti  estetica e parrucchiere",201
"VIA ALTABELLA, 11/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49529555,11.34418038,"Piante e fiori",202
"VIA FRASSINAGO, 43/2","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49241578,11.33205382,"Settore non alimentare",203
"VIA ARGIA MAGAZZARI, 3/C","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5039477,11.37212271,"",204
"VIA ANDREA COSTA, 137/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.4949568,11.31549478,"Alimentari confezionati venduti a mezzo distributore automatico",205
"VIA FRIULI-VENEZIA GIULIA, 11/A","Savena","Mazzini","Esercizi di vicinato",44.47708683,11.38271225,"Articoli medicali e ortopedici",206
"VIA IRNERIO, 11","Santo Stefano","Irnerio","Esercizi di vicinato",44.50044361,11.3469057,"Schede telefoniche telefoni cellulari",207
"VIA ANTONIO DI VINCENZO, 14","Navile","Bolognina","Esercizi di vicinato",44.50815606,11.34385184,"Settore non alimentare",208
"VIA DELLE FONTI, 61/C","Navile","Corticella","Esercizi di vicinato",44.54820909,11.35472547,"Accessori per capelli",209
"VIA GUGLIELMO MARCONI, 18/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49754282,11.33760388,"Articoli di cartoleria libri telefonia informatica fotografia",210
"VIA AURELIO SAFFI, 58/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50178632,11.31946216,"Articoli medicali e ortopedici",211
"VIA ROMOLO AMASEO, 25","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50179777,11.36449878,"Altro (vendita di una grande varietÃ  di prodotti non alimentari)",212
"VIA DE' CARRACCI, 8/10","Navile","Lame","Esercizi di vicinato",44.50887301,11.33072135,"",213
"VIA XXI APRILE 1945, 8/2","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49117229,11.31974585,"Settore non alimentare",214
"VIA OTTAVIANO MASCHERINO, 3","Navile","Bolognina","Esercizi di vicinato",44.50864753,11.3548832,"Carne e prodotti a base di carne",215
"VIA ANDREA DA FORMIGINE, 55","Navile","Corticella","Ingrosso",44.52874028,11.36081089,"Alimentari confezionati",216
"VIA DE' CARRACCI, 10","Navile","Lame","Esercizi di vicinato",44.50899444,11.32981684,"Autoveicoli usati",217
"VIA RIZZOLI, 10","Santo Stefano","Irnerio","Esercizi di vicinato",44.49478615,11.34385407,"Profumeria",218
"VIA CERODOLO, 18","San Donato - San Vitale","S. Vitale","Ingrosso",44.50251572,11.40228012,"Autoveicoli usati",219
"VIA LEANDRO ALBERTI, 97/D","Santo Stefano","Murri","Esercizi di vicinato",44.48180257,11.3749699,"Latte e latticini",220
"VIA DI CORTICELLA, 39/C","Navile","Bolognina","Esercizi di vicinato",44.51516837,11.34781738,"Accessori - prodotti e alimenti per animali",221
"VIA D'AZEGLIO, 66/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48821173,11.33986753,"Articoli medicali e ortopedici",222
"VIA S.FELICE, 108/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49841906,11.32919641,"Bevande vini - olii - birra ed altre",223
"VIA ALESSANDRINI, 6/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49924297,11.34655926,"Oggettistica",224
"VIA STALINGRADO, 16/2","Navile","Bolognina","Esercizi di vicinato",44.50825781,11.35529836,"Materassi",225
"VIA DON LUIGI STURZO, 25/D","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.48922042,11.29857793,"Abbigliamento",226
"VIA SARAGOZZA, 157/B","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.48969096,11.32073861,"Articoli da regalo",227
"VIA PIETRO MENGOLI, 34","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49033133,11.37204992,"",228
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49773645,11.39078225,"Telefoni cellulari ed accessori",229
"VIA EMILIA PONENTE, 14/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50363579,11.31442312,"Articoli medicali e ortopedici",230
"VIA FRANCESCO ZANARDI, 3/C","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50307427,11.33305079,"Bevande vini - olii - birra ed altre",231
"VIA SABOTINO, 16","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49697096,11.32285982,"Alimentari confezionati",232
"VIA MARCHESANA, 4/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49291365,11.34504148,"Alimentari confezionati",233
"VIA SARAGOZZA, 103/D","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49037641,11.32540239,"Abbigliamento e accessori",234
"VIA MASCARELLA, 104/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.50141126,11.35184038,"Oggetti di antiquariato",235
"VIA AUGUSTO MURRI, 11/A","Santo Stefano","Murri","Esercizi di vicinato",44.48264027,11.35881495,"Bevande vini - olii - birra ed altre",236
"VIA GIACOMO MATTEOTTI, 2/c","Navile","Bolognina","Esercizi di vicinato",44.50709406,11.3459622,"Elettronica",237
"VIA DELL'INDIPENDENZA, 12","Porto - Saragozza","Marconi","Medie strutture di vendita",44.49664595,11.34290341,"Abbigliamento intimo",238
"VIA S.DONATO, 205","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.52004977,11.40128117,"",239
"VIA DELL'INDIPENDENZA, 13/F","Santo Stefano","Irnerio","Esercizi di vicinato",44.49653432,11.34319702,"Abbigliamento e accessori",240
"VIA GIOVANNI AMENDOLA, 13/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50480279,11.34138711,"Schede telefoniche telefoni cellulari",241
"VIA CRISTOFORO COLOMBO, 72","Navile","Lame","Esercizi di vicinato",44.54803304,11.34883118,"Materiale hardware e software",242
"PIAZZA DI PORTA CASTIGLIONE, 14","Santo Stefano","Colli","Esercizi di vicinato",44.48492544,11.34867412,"Gastronomia Salumeria",243
"VIA GHERARDO GHIRARDINI, 24","Savena","S. Ruffillo","Esercizi di vicinato",44.46860794,11.37378902,"Alimentari confezionati",244
"VIA NAZARIO SAURO, 14","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49661457,11.33926568,"Settore non alimentare",245
"VIA ALTABELLA, 23/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49514507,11.34536996,"Settore non alimentare",246
"VIA ANDREA COSTA, 76/D","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49530337,11.32049727,"Abbigliamento",247
"VIA DELL'INDIPENDENZA, 21/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49720221,11.34336317,"Bigiotteria",248
"PIAZZA DELL'UNITA', 13/A","Navile","Bolognina","Esercizi di vicinato",44.5113493,11.34748086,"Settore non alimentare",249
"VIA DELLA GRAZIA, 3","Navile","Lame","Esercizi di vicinato",44.51692281,11.32560293,"Abbigliamento",250
"VIA FRANCESCO ZANARDI, 68","Navile","Lame","Ingrosso",44.51640319,11.32446797,"Bevande vini - olii - birra ed altre",251
"VIA DEI MILLE, 11","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50182587,11.34209744,"Articoli da regalo",252
"STRADA MAGGIORE, 51","Santo Stefano","Galvani","Esercizi di vicinato",44.49086511,11.3549547,"Alimentari confezionati",253
"PIAZZA DELLE MEDAGLIE D'ORO, 3","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50570631,11.34397585,"Articoli Vari Non Alimentari",254
"VIA IRNERIO, 13/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.50032738,11.34734342,"Settore non alimentare",255
"VIA CADUTI DI CASTELDEBOLE, 52/D","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.4998767,11.27751355,"Alimentari confezionati",256
"VIA SARDEGNA, 6/A","Savena","Mazzini","Esercizi di vicinato",44.47597014,11.38380318,"",257
"VIA FERRARESE, 151/G","Navile","Bolognina","Esercizi di vicinato",44.51426384,11.35288854,"Alimentari confezionati",258
"VIA S.FELICE, 145/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49881449,11.32881922,"Accessori per computer e cellullari",259
"VIA ELEONORA DUSE, 7/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50133307,11.37015504,"Cialde di caffe' the e tisane",260
"VIA DE' CARRACCI, 12","Navile","Lame","Esercizi di vicinato",44.50868067,11.32972787,"Accessori per auto olii",261
"VIA FRANCESCO ZANARDI, 7/G","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50392631,11.33260351,"Apparecchi acustici",262
"VIA DELLA GHISILIERA, 21/C","Porto - Saragozza","Saffi","Ingrosso",44.50116861,11.32558416,"Articoli per illuminazione",263
"VIA NATALINO CORAZZA, 7/4","Navile","Corticella","Ingrosso",44.52858963,11.3558776,"Calzature e articoli in cuoio",264
"VIA SAVENA ANTICO, 15","Savena","Mazzini","Medie strutture di vendita",44.47960709,11.38046696,"",265
"VIA IMOLA, 6/A","Navile","Corticella","Esercizi di vicinato",44.52982001,11.35423922,"Materiali edili",266
"VIA NATALINO CORAZZA, 7/4","Navile","Corticella","Ingrosso",44.52858963,11.3558776,"Settore non alimentare",267
"VIA PAOLO CANALI, 16","San Donato - San Vitale","San Donato","Ingrosso",44.51764583,11.41512621,"Alimentari confezionati",268
"VIA CASTIGLIONE, 44/C","Santo Stefano","Galvani","Esercizi di vicinato",44.48788372,11.34811065,"Abbigliamento e accessori",269
"VIA ARNO, 25/I","Savena","Mazzini","Esercizi di vicinato",44.47401081,11.38795572,"Pasta fresca e prodotti da forno",270
"VIA FRANCESCO ZANARDI, 3/E","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50314797,11.33300392,"",271
"VIA MAZZINI, 31/G","Santo Stefano","Murri","Esercizi di vicinato",44.48873785,11.36054766,"Prodotti ortofrutticoli",272
"VIA CRISTOFORO COLOMBO, 77/15","Navile","Lame","Esercizi di vicinato",44.54303445,11.34577971,"Autoveicoli usati",273
"VIA GIUSEPPE MASSARENTI, 2","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49407228,11.35737471,"Altro (vendita di una grande varietÃ  di prodotti non alimentari)",274
"VIA SARAGOZZA, 68/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.48993374,11.33245826,"Settore non alimentare",275
"VIA AZZURRA, 57/E","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48701458,11.37303236,"Abbigliamento",276
"VIA IRNERIO, 35/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49949957,11.35063744,"Settore non alimentare",277
"VIA FARINI, 4","Santo Stefano","Galvani","Esercizi di vicinato",44.49145372,11.3423603,"Abbigliamento e accessori",278
"VIA DE' CARRACCI, 69/7G","Navile","Bolognina","Esercizi di vicinato",44.50832689,11.33631632,"Alimentari confezionati",279
"VIA S.DONATO, 51","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50347994,11.36434695,"Prodotti ortofrutticoli",280
"VIA S.ISAIA, 100/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49434529,11.32987157,"Alimentari confezionati",281
"VIA CASTIGLIONE, 49/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48787529,11.34784282,"Settore non alimentare",282
"VIA GIUSEPPE BENTIVOGLI, 38/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.4958781,11.36419368,"Alimentari confezionati",283
"VIA MAZZINI, 150/2B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48561489,11.36981913,"Alimentari confezionati",284
"PIAZZA DELLE MEDAGLIE D'ORO, 1","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50562798,11.34260468,"Telefoni cellulari ed accessori",285
"VIA DELL'ARCOVEGGIO, 190/C","Navile","Corticella","Esercizi di vicinato",44.54558319,11.35291215,"Autoveicoli usati",286
"VIA MARIO BASTIA, 27","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49186453,11.31560565,"Bevande vini - olii - birra ed altre",287
"VIA ROMOLO AMASEO, 23/D","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50169719,11.36438251,"Articoli sportivi",288
"VIA QUARTO DI SOPRA, 2","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.52399677,11.41108346,"Autoveicoli usati",289
"VIA TOSCANA, 42","Savena","S. Ruffillo","Esercizi di vicinato",44.46606372,11.37096477,"Latte e latticini",290
"VIA FRANCESCO ALBANI, 10/F","Navile","Bolognina","Esercizi di vicinato",44.51014571,11.34425321,"Pasta fresca e prodotti da forno",291
"VIA MARCO EMILIO LEPIDO, 60/2","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51760664,11.27395135,"Piante e fiori",292
"VIA MARCANTONIO FRANCESCHINI, 8/B","Navile","Bolognina","Esercizi di vicinato",44.50919415,11.34972306,"Bevande vini - olii - birra ed altre",293
"VIA EMILIA PONENTE, 329/F","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5125208,11.28740125,"",294
"VIA ALESSANDRO MENGANTI, 8","Borgo Panigale - Reno","S. Viola","Ingrosso",44.51008223,11.29501519,"Alimentari confezionati",295
"VIA DEI LAPIDARI, 15","Navile","Corticella","Ingrosso",44.53770173,11.34653729,"Settore non alimentare",296
"VIA S.FELICE, 118/D","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49864576,11.32863514,"CANAPA",297
"VIA GIUSEPPE MASSARENTI, 14","San Donato - San Vitale","S. Vitale","Ingrosso",44.49415361,11.35844232,"Settore non alimentare",298
"VIA DELL'INDIPENDENZA, 55","Santo Stefano","Irnerio","Ingrosso",44.50022379,11.34428178,"Lane e Cotoni",299
"VIA GENUZIO BENTINI, 43/A","Navile","Corticella","Esercizi di vicinato",44.54695405,11.35668876,"Bigiotteria",300
"VIA ZAMBONI, 88/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49782818,11.35461483,"Settore non alimentare",301
"VIA AGUCCHI, 126","Navile","Lame","Esercizi di vicinato",44.52601794,11.3128059,"Autoveicoli usati",302
"VIA SARAGOZZA, 39/A","Porto - Saragozza","Malpighi","Edicole",44.49012392,11.33419007,"",303
"VIA PIER DE' CRESCENZI, 22","Porto - Saragozza","Saffi","Ingrosso",44.50282127,11.3267442,"Autocarri  Autoveicoli industriali  Trattori",304
"VIA MARCO EMILIO LEPIDO, 8/C","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51596508,11.27890366,"Carne e prodotti a base di carne",305
"VIA NAZARIO SAURO, 9/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4968778,11.33945781,"Articoli di filatelia e numismatica",306
"VIA DEGLI ORTI, 5","Santo Stefano","Murri","Esercizi di vicinato",44.4786031,11.36670176,"Apparecchi acustici",307
"VIA GIUSEPPE MASSARENTI, 236","San Donato - San Vitale","S. Vitale","Edicole",44.4936896,11.37336867,"",308
"VIA GIUSEPPE MASSARENTI, 135/2","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49301913,11.37692554,"Gadget",309
"VIA TOMMASO SALVINI, 8/E","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50458382,11.36586655,"Alimentari confezionati",310
"VIA ANDREA COSTA, 204","Porto - Saragozza","Costa Saragozza","Punti di vendita non esclusivi di quotidiani e/o periodici",44.4930666,11.3056215,"",311
"VIA LAURA BASSI VERATTI, 29","Santo Stefano","Murri","Esercizi di vicinato",44.48232126,11.36671942,"Alimentari confezionati",312
"VIA DELL'OSPEDALETTO, 3","Borgo Panigale - Reno","Borgo Panigale","Ingrosso",44.5248594,11.27479395,"Pesce molluschi crostacei",313
"VIA FRANCESCO NULLO, 1","Savena","S. Ruffillo","Ingrosso",44.46321245,11.37885753,"Alimentari confezionati",314
"VIA CAVEDONE, 18/C","Savena","Mazzini","Esercizi di vicinato",44.47276577,11.38583388,"Alimentari confezionati",315
"VIA GIUSEPPE CESARE ABBA, 28/A","Savena","S. Ruffillo","Esercizi di vicinato",44.46275687,11.37723012,"prodotti ortofrutticoli",316
"VIA DONATO CRETI, 1/C","Navile","Bolognina","Esercizi di vicinato",44.51069407,11.34829582,"Settore non alimentare",317
"VIA SARAGOZZA, 113/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49033259,11.32448658,"Abbigliamento e accessori",318
"VIA JACOPO DELLA LANA, 8/B","Santo Stefano","Murri","Esercizi di vicinato",44.48566111,11.35970742,"Bevande vini - olii - birra ed altre",319
"VIA CARLO CIGNANI, 49/D","Navile","Bolognina","Esercizi di vicinato",44.5139124,11.35234684,"Alimentari confezionati",320
"VIA FILIPPO BEROALDO, 55/C","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50079417,11.37038852,"Alimentari confezionati",321
"VIA CLAVATURE, 9/E","Santo Stefano","Galvani","Esercizi di vicinato",44.49315666,11.34501362,"Abbigliamento",322
"VIA ADELAIDE BORGHI MAMO, 6/C","Santo Stefano","Murri","Esercizi di vicinato",44.47747345,11.36077759,"",323
"VIA CARLO CIGNANI, 64/C","Navile","Bolognina","Esercizi di vicinato",44.51439117,11.34924851,"Settore non alimentare",324
"VIA GALLIERA, 11/G","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49761234,11.34202293,"Alimentari confezionati",325
"VIA DELLA SALUTE, 18/3","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.52765626,11.27467891,"Autoveicoli usati",326
"VIA CIRO MENOTTI, 3/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49950199,11.34618212,"Alimentari confezionati",327
"VIA NICOLO' DALL'ARCA, 29/A","Navile","Bolognina","Esercizi di vicinato",44.51089319,11.34313092,"Alimentari confezionati",328
"VIA ANDREA COSTA, 192/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49328386,11.30734345,"Prodotti per la cosmetica",329
"VIALE ANGELO MASINI, 40","Santo Stefano","Irnerio","Ingrosso",44.503628,11.35232231,"Autoveicoli e moto di grossa cilindrata",330
"VIA ROMOLO AMASEO, 4/B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50199153,11.36461492,"Settore non alimentare",331
"VIA EMILIA LEVANTE, 80/B","Savena","Mazzini","Esercizi di vicinato",44.48244689,11.3776845,"Prodotti  estetica e parrucchiere",332
"VIA CARLO ALBERTO PIZZARDI, 7/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49075346,11.3657819,"Settore non alimentare",333
"PIAZZA S.MARTINO, 3","Santo Stefano","Irnerio","Esercizi di vicinato",44.49657029,11.34656203,"Profumeria",334
"VIA S.FELICE, 36/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49701938,11.33335192,"Abbigliamento",335
"VIA DEI TERRAIOLI, 19","Navile","Corticella","Ingrosso",44.53824619,11.34708446,"Articoli per illuminazione",336
"VIA PASUBIO, 4/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.49749169,11.32060213,"Oggettistica",337
"VIA EMILIA PONENTE, 127/A","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50651986,11.3070049,"Abbigliamento e accessori",338
"VIA UGO BASSI, 15/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49549796,11.33943831,"Abbigliamento e accessori",339
"VIA DELL'INDIPENDENZA, 25/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49743456,11.34344216,"Schede telefoniche telefoni cellulari",340
"VIA LARGA, 8","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49606868,11.391303,"Bevande vini - olii - birra ed altre",341
"VIA GUGLIELMO OBERDAN, 4/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49471644,11.34546771,"Abbigliamento e accessori",342
"PIAZZA DEI MARTIRI 1943-1945, 1","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50181432,11.34042912,"Settore non alimentare",343
"VIA DON GIOVANNI MINZONI, 5","Porto - Saragozza","Marconi","Ingrosso",44.50259457,11.33857149,"Legumi biologici",344
"VIA DELL'INDIPENDENZA, 8/S","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4962505,11.34280103,"Settore non alimentare",345
"VIA DELLA CROCE COPERTA, 1/G","Navile","Corticella","Esercizi di vicinato",44.5307732,11.3531738,"Settore non alimentare",346
"VIA EMILIA PONENTE, 247","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50909071,11.29646699,"Altro (vendita di una grande varietÃ  di prodotti non alimentari)",347
"VIA AUGUSTO RIGHI, 32/E","Santo Stefano","Irnerio","Ingrosso",44.49874119,11.34628864,"Bevande vini - olii - birra ed altre",348
"VIA PORTANOVA, 14/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49426942,11.33751803,"Bevande vini - olii - birra ed altre",349
"VIA ELEONORA DUSE, 14","San Donato - San Vitale","San Donato","Ingrosso",44.50172552,11.36971585,"Alimentari confezionati",350
"VIA SARAGOZZA, 139/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49012535,11.32275889,"prodotti ortofrutticoli",351
"VIA NULLO BALDINI, 1/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49373816,11.2842106,"Alimentari confezionati",352
